department,number,title,unit,ge,description,prerequisite,restriction,same as,overlaps with,concurrent with,grading option,repeatability,corequisite,prerequisite or corequisite
LPS,143,Topics in Philosophy of Psychology,4,,"Selected topics in the philosophy of psychology, e.g., the nature of psychological explanation, reductionism, issues in cognitive, behavioral, and neuroscience.",,Psychology Majors have first consideration for enrollment. Philosophy Majors have first consideration for enrollment.,"PHIL 143, PSYC 123P.",,,,Unlimited as topics vary.,,
LPS,144,Topics in Philosophy of Social Science,4,,"Selected topics in the philosophy of the social sciences, e.g., Is their goal to understand behavior or to predict and control it?; Are they normative and the natural sciences not?; Do they incorporate philosophical doctrines about language and mind?.",,,PHIL 144.,,,,May be taken for credit for 4 units as topics vary.,,
LPS,145,Topics in Philosophy of Language,4,,"Selected topics in the philosophy of language, e.g., the nature of meaning, mechanisms of reference, speech acts.",,,"LSCI 141, PHIL 145.",,,,Unlimited as topics vary.,,
LPS,147,Topics in Philosophy of Mathematics,4,,"Selected historical and contemporary topics in the philosophy of mathematics, e.g., mathematical truth and ontology, mathematical knowledge, the nature and role of proof, the workings of mathematics in application.",,,PHIL 147.,,,,Unlimited as topics vary.,,
LPS,199,Independent Study,1-4,,Independent research with Logic and Philosophy of Science faculty.,,,,,,,May be taken for credit for 12 units.,,
LPS,205A,Set Theory,4,,"The basic working vocabulary of mathematical reasoning. Topics include: sets, Boolean operations, ordered n-tuples, relations, functions, ordinal and cardinal numbers.",,,PHIL 205A.,,,,,,
LPS,205B,Metalogic,4,,"Formal syntax (proof theory) and semantics (model theory) for first-order logic, including the deduction, completeness, compactness, and Loewenheim-Skolem theorems.",PHIL 205A or LPS 205A,,PHIL 205B.,,,,,,
LPS,205C,Undecidability and Incompleteness,4,,"Formal theory of effective processes, including recursive function, Turing machines, Church's thesis, proofs of Goedel's incompleteness theorem for arithmetics, and Church's undecidability for first-order logic.",PHIL 205B or LPS 205B,Graduate students only.,PHIL 205C.,,LPS 105C.,,,,
LPS,206,Topics in Logic,4,,Studies in selected areas of logic. Topics addressed vary each quarter.,,,PHIL 206.,,,,Unlimited as topics vary.,,
LPS,213,Topics in Modern Philosophy,4,,Studies in selected areas of modern philosophy.  Topics addressed vary each quarter.,,,PHIL 213.,,,,Unlimited as topics vary.,,
LPS,215,Topics in Analytic Philosophy,4,,Studies in selected areas of analytic philosophy.  Topics addressed vary each quarter.,,,PHIL 215.,,,,Unlimited as topics vary.,,
LPS,220,Topics in Metaphysics,4,,Studies in selected areas of metaphysics. Topics addressed vary each quarter.,,,PHIL 220.,,,,Unlimited as topics vary.,,
LPS,221,Topics in Epistemology,4,,Studies in selected areas of epistemology. Topics addressed vary each quarter.,,,PHIL 221.,,,,Unlimited as topics vary.,,
LPS,221A,Medical Epistemology,4,,"Analysis of epistemological issues concerning medical research and healthcare. Topics may include medical evidence, transmission of medical knowledge in the doctor-patient interaction, medical expertise, epistemology of medical disagreement, classification of illness, well-being, philosophy of pain, or medical decision making.",,Graduate students only.,PHIL 221A.,,,,,,
LPS,232,Topics in Political and Social Philosophy,4,,Studies in selected areas of political and social philosophy. Topics addressed vary each quarter.,,,PHIL 232.,,,,Unlimited as topics vary.,,
LPS,240,Topics in Philosophy of Science,4,,Studies in selected areas of philosophy of science. Topics addressed vary each quarter.,,,PHIL 240.,,,,Unlimited as topics vary.,,
LPS,241,Topics in Philosophy of Physics,4,,Studies in selected areas of philosophy of physics. Topics addressed vary each quarter.,,,PHIL 241.,,,,Unlimited as topics vary.,,
LPS,242,Topics in Philosophy of Biology,4,,Studies in selected areas of philosophy of biology. Topics addressed vary each quarter.,,,PHIL 242.,,,,Unlimited as topics vary.,,
LPS,243,Topics in Philosophy of Psychology,4,,"Selected topics in the philosophy of psychology, e.g., the nature of psychological explanation, reductionism, issues in cognitive, behavioral, and neuroscience.",,,"PHIL 243, PSYC 231P.",,,,Unlimited as topics vary.,,
LPS,244,Topics in Philosophy of Social Science,4,,Studies in selected areas of philosophy and social science. Topics addressed vary each quarter.,,,PHIL 244.,,,,Unlimited as topics vary.,,
LPS,245,Topics in Philosophy of Language,4,,Studies in selected areas of philosophy of language. Topics addressed vary each quarter.,,,PHIL 245.,,,,Unlimited as topics vary.,,
LPS,246,Topics in Philosophy of Logic,4,,Studies in selected areas of philosophy of logic. Topics addressed vary each quarter.,,,PHIL 246.,,,,Unlimited as topics vary.,,
LPS,247,Topics in Philosophy of Mathematics,4,,Studies in selected areas of philosophy of mathematics. Topics addressed vary each quarter.,,,PHIL 247.,,,,Unlimited as topics vary.,,
LPS,289,Logic and Philosophy of Science Workshop,1-4,,A two- or three-quarter-long workshop on selected topics in logic and philosophy of science.,,,,,,Satisfactory/unsatisfactory only.,May be repeated for credit unlimited times.,,
LPS,298,Independent Study,4-12,,Independent research with Logic and Philosophy of Science Faculty.,,,,,,,May be taken for credit for 12 units.,,
LPS,299,Directed Research,1-12,,Directed study with Logic and Philosophy of Science Faculty.,,,,,,,May be repeated for credit unlimited times.,,
LPS,399,University Teaching,4-12,,Required of and limited to Teaching Assistants.,,,,,,Satisfactory/unsatisfactory only.,May be taken for credit for 12 units.,,
